id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4745584269331570,Lj7R0D9zc,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️🔥🔥🔥最新房源🔥🔥🔥大降价7号线锦绣路地铁口锦三角花园独厨独卫一室户4280元,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:28,上海租房超话,"['https://wx1.sinaimg.cn/large/006PsTyEly1h053xnocjvj31400u0whz.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h053xnxsj3j31400u0q6s.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h053xob08aj31400u0n14.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h053xoltp0j31400u0gp4.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h053xowrlhj31400u0783.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h053xp75ujj31400u0wkr.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h053xpj9swj31400u0n3i.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h053xpuszdj30qo1jftbd.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h053xqeelfj30u01hck15.jpg']",,
4745584101035322,Lj7QK4lkK,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️莲安东路79弄13号线北蔡站18号线北中路站租客转租北次卧一室户2750元随时可以入住看房密码L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:28,上海租房超话,,"http://f.video.weibocdn.com/o0/oC990qUYlx07Uno4J1qw010412009ddy0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876709&ssig=%2FC%2F1yWkQow&KID=unistore,video",
4745583833385569,Lj7QjecJX,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️佣金秒付7号线长清路明珠花苑西营路朝南厅卧4户用卫生间报价2680元/月,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,0,0,2022-03-10 21:26,上海租房超话,"['https://wx1.sinaimg.cn/large/006PsTyEly1h053vuyyz8j30zk0qodiy.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h053vvgplhj30zk0qo76j.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h053vvsxmlj30zk0qo0v4.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h053vw2o2wj30zk0qo41w.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h053vwbpwnj30zk0qojtd.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h053vwp6wpj30qo1jftbd.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h053vxjl9fj30u01hck15.jpg']",,
4745583745043438,Lj7Qala1M,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️北蔡13号线陈春路[庆祝]D间<泰德福苑>杨莲路160弄精装全配朝北次卧一室户💰2080元/月密码锁随时可看房L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:26,上海租房超话,,"http://f.video.weibocdn.com/o0/1NJHDfGElx07UnnYalQI010412005PiH0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876709&ssig=fosuJaezz3&KID=unistore,video",
4745583644639589,Lj7Q0jsY5,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️13号线陈春路地铁站。鹏宏苑小区，朝南主卧带飘窗一室户2880L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:26,上海租房超话,,"http://f.video.weibocdn.com/o0/sMQyFhaelx07UnnW5HI4010412005PiH0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876709&ssig=OsXsckXZUd&KID=unistore,video",
4745583460620463,Lj7PI2Bpt,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️北蔡13号线陈春路[庆祝]A间<泰德福苑>杨莲路160弄精装全配朝南厅卧一室户💰3580元/月密码锁随时可看房L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:25,上海租房超话,,"http://f.video.weibocdn.com/o0/Cf72M4qHlx07UnnTlTDW010412005TNe0E010.mp4?label=mp4_hd&template=528x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876709&ssig=paWzcsSU4D&KID=unistore,video",
4745583405044145,Lj7PCladb,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️11.18号线地铁口；地杰国际三期；御水路199弄精装一室户独厨独卫2850；原始天然气厨房L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:25,上海租房超话,,"http://f.video.weibocdn.com/o0/cfG9pmrMlx07UnnSg0WY010412005iDZ0E010.mp4?label=mp4_720p&template=544x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876709&ssig=Wo%2BfaVe%2FM6&KID=unistore,video",
4745583321417476,Lj7Pu5WKw,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️8号线芦恒路站康达二期5号楼独立一室户主卧朝南带燃气厨房精装全配3750元L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,1,0,2022-03-10 21:24,上海租房超话,,"http://f.video.weibocdn.com/o0/BAgf1W9Vlx07UnnR6wx2010412007sE60E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876709&ssig=Mh5lt5yNjq&KID=unistore,video",
4728328902673172,LbSXMbdpG,2549669114,水精灵785,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 06:42,学习强国客户端,['https://wx1.sinaimg.cn/large/97f8dcfaly1gym26ogq1kj20460460sn.jpg'],,
4728326696993416,LbSUdtlj2,2185352012,陈波1978,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 06:33,学习强国客户端,['https://wx1.sinaimg.cn/large/8241d34cly1gym1xih4xrj20460460sn.jpg'],,
4728317037248665,LbSEDupHX,5366752290,杀马特小林173005,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 05:54,iPhone客户端,['https://wx1.sinaimg.cn/large/005RclqOly1gym0tm11uhj308c08cjrl.jpg'],,
4728309936816532,LbStbsBi4,7051824889,zhyt29136,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 05:26,学习强国客户端,['https://wx1.sinaimg.cn/large/007HeJN7ly1gym00901ujj3046046t8k.jpg'],,
4728309927117195,LbStatRvt,7051824889,zhyt29136,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 05:26,学习强国客户端,['https://wx3.sinaimg.cn/large/007HeJN7ly1gym007ytsrj3046046t8k.jpg'],,
4728306383978790,LbSnsgH42,2589431200,鮱鹰,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 05:12,学习强国客户端,['https://wx3.sinaimg.cn/large/9a5795a0ly1gylzljyoosj20460460sn.jpg'],,
4728305317576822,LbSlJvN4O,3153906120,Angelfan81,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 05:08,学习强国客户端,['https://wx3.sinaimg.cn/large/bbfcc9c8ly1gylzh374fzj20460460sn.jpg'],,
4728298850484380,LbSbj220A,2914021481,无忧贤人,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 04:42,学习强国客户端,['https://wx3.sinaimg.cn/large/adb07069gy1gylyqf03lrj20460460sn.jpg'],,
4728250142294114,LbQUK9CNQ,2084879283,甜糯,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 01:29,iPhone客户端,['https://wx2.sinaimg.cn/large/7c44bbb3ly1gylt4xbokdj208c08c0sx.jpg'],,
4728246921593607,LbQPy6Gzl,2693943935,658196冬春,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 01:16,学习强国客户端,['https://wx3.sinaimg.cn/large/a092527fly1gylsrj6zjwj20460460sn.jpg'],,
4728245762656265,LbQNGb90Z,7520995253,上海浦东诚信租房,上海租房2号线世纪公园站：花木苑，朝北次卧～2780元～燃气做饭密码锁看房随时看房可联：16621604574--同V房东直租.浦东6号线7号线8号线11号线13号线，单间，独厨独卫一室户。L上海浦东诚信租房的微博视频,,,,,5,11,11,2022-01-22 01:11,上海租房超话,,"http://f.video.weibocdn.com/u0/iD361S5Tgx07T94FYnTq010412004s0P0E010.mp4?label=mp4_720p&template=544x960.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876719&ssig=BdTaV2tN7%2F&KID=unistore,video",
4728245750072410,LbQNF0iPU,7520995253,上海浦东诚信租房,上海租房2号线世纪公园站：鑫丰苑：樱花路469弄，带原始卫生间，天然气做饭洗澡～3080～看房可联：16621604574--同V房东直租.浦东6号线7号线8号线11号线13号线，单间，独厨独卫一室户。L上海浦东诚信租房的微博视频,,,,,5,11,11,2022-01-22 01:11,上海租房超话,,"http://f.video.weibocdn.com/u0/A6fAtTXAgx07T94FGQVq01041200jr2s0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876719&ssig=euYbPTT%2BcC&KID=unistore,video",
4728231309086261,LbQqmC7KB,7246361416,H-LSX,冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景O冬日限定“芬芳”上线！世纪公园春节期间将现双梅迎春盛景,,,,,0,0,0,2022-01-22 00:14,学习强国客户端,['https://wx1.sinaimg.cn/large/007UoZD2ly1gylqz69irjj30460460sn.jpg'],,
4749090841166491,LkB4M4Tsn,5354649074,星空63035,#星空拍摄#世纪公园拍摄,,上海,,星空 拍摄,0,0,0,2022-03-20 13:42,iPhone 11,"['https://wx3.sinaimg.cn/large/005QnyPEly1h0galkjs42j34002o0b2a.jpg', 'https://wx3.sinaimg.cn/large/005QnyPEly1h0galmv6hyj34002o0u0x.jpg', 'https://wx1.sinaimg.cn/large/005QnyPEly1h0galo4egrj32rn1ufav1.jpg', 'https://wx2.sinaimg.cn/large/005QnyPEly1h0galr5edhj34002o01ky.jpg', 'https://wx4.sinaimg.cn/large/005QnyPEly1h0galtzowij34002o04qq.jpg', 'https://wx4.sinaimg.cn/large/005QnyPEly1h0galx19ymj34002o0qv6.jpg', 'https://wx1.sinaimg.cn/large/005QnyPEly1h0galy8kecj32es1lvkgx.jpg', 'https://wx1.sinaimg.cn/large/005QnyPEly1h0gam0i5dhj34002o0x6q.jpg', 'https://wx4.sinaimg.cn/large/005QnyPEly1h0gali8k9fj34002o04qr.jpg']",,
4749079777907561,LkAMVxb7j,6097693043,露露就是露露呀,最近经历了很多第一次好一点的有第一次去迪士尼，第一次去世纪公园划船，都很开心焉知祸福的有第一次换工作，喜忧参半。结婚也有点stressful希望是好事坏一点的有第一次经历极端行情，第一次当了个大韭菜不过好在有傻鼻鼻在身边，负十分的心情可以变成负七分，正十分的心情可以变成十五分,,,,,0,1,0,2022-03-20 12:58,HUAWEI P40 Pro 5G,"['https://wx2.sinaimg.cn/large/006EFivNly1h0g9cqe4naj30u00u0tg8.jpg', 'https://wx4.sinaimg.cn/large/006EFivNly1h0g9ctzwxjj30u00u0wlo.jpg', 'https://wx4.sinaimg.cn/large/006EFivNly1h0g9dsno4ej31cg20ohdt.jpg', 'https://wx3.sinaimg.cn/large/006EFivNly1h0g9dtjg6xj31cg2yohdt.jpg', 'https://wx1.sinaimg.cn/large/006EFivNly1h0g9dw98dqj30t40t4qde.jpg', 'https://wx3.sinaimg.cn/large/006EFivNly1h0g9dvvbzij31m012oe06.jpg', 'https://wx2.sinaimg.cn/large/006EFivNly1h0g9du8wduj335s1fskjl.jpg', 'https://wx1.sinaimg.cn/large/006EFivNly1h0g9dva1zxj335s1fsu0x.jpg', 'https://wx4.sinaimg.cn/large/006EFivNly1h0g9cpxtqyj30sz0szwmp.jpg']",,
4749075465375089,LkAFYmyiZ,1566835402,乐居网石家庄,#热门楼盘推荐#【裕华金地玺悦府】价格：约21000元/㎡全部户型：三居室(120~132㎡)四居室(138~143㎡)楼盘概况：金地玺悦府位于裕华核心区，万达广场旁，匠著洋房低密府邸，项目紧邻石门第一大公园——世纪公园、裕华区最大繁华商业圈——万达中心，尊享小学至大学全面的教育资源，是裕华区一环内唯一一梯两户的洋房住区，是石门里唯一采用酒店式会所大堂入户的品质住区，唯一360plus全龄化景观系统，国家首批物业管理一级资质企...O网页链接,,,,热门楼盘推荐,0,0,0,2022-03-20 12:41,乐居网,"['https://wx1.sinaimg.cn/large/5d6402caly8h0g8w8ag92j20rs0kudjk.jpg', 'https://wx3.sinaimg.cn/large/5d6402caly8h0g8w8qlybj20rs0kutbu.jpg']",,
4749067756506602,LkAtxriFc,5731415982,一笙一念长明,上海租房个人转租4室1厅2卫中的1室，无中介费，2号线世纪公园全女生公寓2130/月包水费、网费、清洁费、公用电费。朝南小卧室带小阳台转租（阳台隔断房，有窗户，晾晒衣服方便，性价比高）。四室一厅二卫（主卧有自己的卫浴，实际是3个女生公用卫浴），洗衣机、电冰箱、厨房设备齐全，拎包入住。房东不允许养宠物，要求作息时间规律的女孩子。住户都是固定工作的小姐姐们，经常送吃的，人都很nice。房子距离2号线世纪公园地铁站步行8分钟，骑单车3分钟，距离2号线、7号线、16号线龙阳路地铁站骑车10分钟。小区门口就有公交站，对面是富荟广场。本人工作到3月底离职离开上海，大概4月初可以住进来，非诚勿扰！中介勿扰！看房请私信！,,上海·樱花路,,,3,4,0,2022-03-20 12:10,上海租房超话,"['https://wx3.sinaimg.cn/large/006fSr7ggy1h0g7zplj92j30u016z0vz.jpg', 'https://wx1.sinaimg.cn/large/006fSr7ggy1h0g7zpyevfj30u00ys40e.jpg', 'https://wx4.sinaimg.cn/large/006fSr7ggy1h0g7zqckoxj30u00x1n1t.jpg', 'https://wx1.sinaimg.cn/large/006fSr7ggy1h0g7zrb73ij30u01ay772.jpg']",,
4749063918192842,LkAnlynkC,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️7和13号线双线，（大华锦绣华城）交通便利，独立厨卫，2180💰L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-20 11:55,上海租房超话,,"http://f.video.weibocdn.com/o0/WD2hm7bZlx07UCHEOuA001041200cP5B0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876726&ssig=iuIyHq7HYd&KID=unistore,video",
4749063910853273,LkAnl3zYt,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️上南路3827弄二室户租5800能租5800L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-20 11:55,上海租房超话,,"http://f.video.weibocdn.com/o0/Bz50LLHblx07UCHESADe01041200aglY0E010.mp4?label=mp4_hd&template=528x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876726&ssig=Yi4Vjb%2BFAG&KID=unistore,video",
4749063419858011,LkAmxFmwb,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️永泰花苑朝北一室户2080，11号线三林L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-20 11:53,上海租房超话,,"http://f.video.weibocdn.com/o0/5Jhr9cSplx07UCHwBwHe0104120021dm0E010.mp4?label=mp4_hd&template=448x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876726&ssig=7tMsaT5vWB&KID=unistore,video",
4749063276986949,LkAmjtjCJ,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️🍋最新房源.看中可谈近地铁11/6/8/号线近距离凌兆六村530弄32号精装全配.北欧风格朝南带饭厅超大独立一室户3400/元随时看房.看中租客随时搬走[胜利]L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-20 11:53,上海租房超话,,"http://f.video.weibocdn.com/o0/vAjFAht1lx07UCHu6Zeg0104120041pK0E010.mp4?label=mp4_hd&template=448x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876726&ssig=vLHyPSMAty&KID=unistore,video",
4749013410121910,Lkz3T0vIi,1400831345,郑电翌晨,#天翼新闻#世纪公园健走团（夜队），健走健身，利国利民！骏马健走。L郑电翌晨的微博视频,,,,天翼新闻,0,0,0,2022-03-20 08:34,微博视频号,,"http://f.video.weibocdn.com/o0/hARfjwd4lx07UCtRov8k010412011Ugv0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876726&ssig=PQ0%2BB%2BK4X7&KID=unistore,video",
4749011661096977,Lkz144Bnb,1400831345,郑电翌晨,#天翼新闻#世纪公园健走团（夜队），健走健身，利国利民！L郑电翌晨的微博视频,,,,天翼新闻,0,0,0,2022-03-20 08:27,微博视频号,,"http://f.video.weibocdn.com/o0/7P7SoUzolx07UCtodc2I01041201boAI0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876726&ssig=db8Ku0%2Fsd3&KID=unistore,video",
4748900524886572,Lkw7OkvdG,5096510150,空ccccccccc,12日的世纪公园,,,,,0,2,1,2022-03-20 01:06,OPPO Reno3 Pro 5G,"['https://wx2.sinaimg.cn/large/005yUr6Cly1h0fos7c5c7j34mo334b2h.jpg', 'https://wx1.sinaimg.cn/large/005yUr6Cly1h0fosdl06nj34mo3347wo.jpg', 'https://wx4.sinaimg.cn/large/005yUr6Cly1h0fosh8b6uj34mo334u12.jpg', 'https://wx2.sinaimg.cn/large/005yUr6Cly1h0foskq3srj34mo334qv9.jpg', 'https://wx3.sinaimg.cn/large/005yUr6Cly1h0fosxb0qrj34mo334b2d.jpg', 'https://wx1.sinaimg.cn/large/005yUr6Cly1h0foso2nfpj34mo334qv8.jpg', 'https://wx4.sinaimg.cn/large/005yUr6Cly1h0fosr5lvgj34mo3347wl.jpg', 'https://wx1.sinaimg.cn/large/005yUr6Cly1h0fosu6trij34mo3341l1.jpg', 'https://wx2.sinaimg.cn/large/005yUr6Cly1h0fosadv4kj34mo334hdx.jpg']",,
4748708992518987,Lkr8TaziP,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️7号线锦绣路地铁口锦华花园次卧4户合租价格2550民用水电燃气、有免费WiFi、保洁维修L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-19 12:25,上海租房超话,,"http://f.video.weibocdn.com/o0/LIcia9Nilx07UB8NISsE01041200bMUb0E010.mp4?label=mp4_720p&template=720x1312.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876740&ssig=hE7uETmKZn&KID=unistore,video",
4748708744266033,Lkr8uhTMZ,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️新出房源，欢迎挂牌带看！【地址】:陆家嘴花园一期【户型】2房2厅～双南户型100平～豪华装修【价格】13500可谈【地铁】6号线源深体育中心站200米,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-19 12:24,上海租房超话,"['https://wx3.sinaimg.cn/large/006PsTyEly1h0f2rx1qqjj31400u0n6c.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h0f2rxfymej31400u0gsw.jpg', 'https://wx3.sinaimg.cn/large/006PsTyEly1h0f2rxqpl7j31400u013e.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h0f2ry0qxtj31400u0gs7.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h0f2ryca63j31400u0n5k.jpg', 'https://wx2.sinaimg.cn/large/006PsTyEly1h0f2ryjkp2j31400u0jz4.jpg', 'https://wx4.sinaimg.cn/large/006PsTyEly1h0f2rysfh2j31400u07c0.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h0f2ryz7ymj31400u0dky.jpg', 'https://wx1.sinaimg.cn/large/006PsTyEly1h0f2rzc3vxj30u0140do0.jpg']",,
4748708702327940,Lkr8q9LBq,6257276880,浦东房似锦,上海租房#上海租房##上海租房##上海租房无中介##上海浦东租房##上海租房超话##上海租房信息##上海豆瓣租房#❤️❤️房东直租，2/4/6/7/8/11/13/18地铁线，三林，杨思，芦恒，世博，大华锦绣，世纪大道，世纪公园，龙阳路单间，独立厨卫，整租都有，大量真实房源，实图实价，都在主页+vx:hqk15751085505❤️❤️18－13号线莲溪路地铁站鹏裕苑小区L浦东房似锦的微博视频,,,,"上海租房,上海租房无中介,上海浦东租房,上海租房超话,上海租房信息,上海豆瓣租房",0,2,0,2022-03-19 12:24,上海租房超话,,"http://f.video.weibocdn.com/o0/hVLXxQoFlx07UB8IXWVy010412004AQh0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1652876740&ssig=rMuqdtpKqo&KID=unistore,video",
